"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.124225452E0,-2.761899948E0,-3.285199881E0,-2.917699814E0,5.189759318E0
3.134152015E0,-2.317899942E0,-3.467000008E0,-2.796000004E0,5.020992453E0
3.144078577E0,-3.536199808E0,-3.496699810E0,-2.419199944E0,5.530293574E0
3.154036390E0,-4.827099800E0,-3.517299891E0,-1.777300000E0,6.231459403E0
3.163931702E0,-5.865299702E0,-3.574199915E0,-1.593999982E0,7.051062442E0
3.173856702E0,-6.497499943E0,-3.724099874E0,-1.236799955E0,7.590526959E0
3.183783265E0,-6.262099743E0,-4.064399719E0,-1.009799957E0,7.533454335E0
3.193709827E0,-6.005899906E0,-4.252900124E0,-9.052000046E-1,7.414673303E0
3.203636390E0,-5.657599926E0,-4.236999989E0,-6.990000010E-1,7.102760508E0
3.213562952E0,-5.341199875E0,-4.190099716E0,-7.519999743E-1,6.830143168E0
3.223489515E0,-4.811699867E0,-4.414099693E0,-6.078000069E-1,6.557907636E0
3.233416077E0,-4.552700043E0,-4.486799717E0,-5.479999781E-1,6.415508815E0
3.243341077E0,-4.682799816E0,-4.378200054E0,-6.431999803E-1,6.442899661E0
3.253267640E0,-4.856599808E0,-4.181900024E0,-9.594999552E-1,6.480392710E0
3.263194202E0,-4.887799740E0,-3.968499899E0,-1.332799911E0,6.435521218E0
3.273120765E0,-4.708499908E0,-3.708699942E0,-1.694799900E0,6.228705592E0
3.283047327E0,-4.326299667E0,-3.402699947E0,-2.092000008E0,5.888267978E0
3.292973890E0,-3.606599808E0,-3.201499939E0,-2.421299934E0,5.396281813E0
3.302898890E0,-1.941199899E0,-3.204499960E0,-2.656599998E0,4.592885868E0
3.312825452E0,-2.489999868E-2,-2.961299896E0,-2.750999928E0,4.042019011E0
3.322752015E0,2.095599890E0,-2.388499975E0,-2.637799978E0,4.129704560E0
3.332678577E0,3.570400000E0,-1.679099917E0,-2.573299885E0,4.710520670E0
3.342605140E0,4.322199821E0,-1.318400025E0,-1.928099990E0,4.912958324E0
3.352531702E0,4.244400024E0,-8.357999921E-1,-1.041100025E0,4.449424958E0
3.362458265E0,3.828099966E0,-4.339999855E-1,9.219999611E-2,3.853726272E0
3.372384827E0,3.895200014E0,-1.468999982E-1,1.356899977E0,4.127389042E0
3.382309827E0,5.067800045E0,1.040999964E-1,3.006500006E0,5.893426541E0
3.392236390E0,5.971600056E0,8.535999656E-1,4.451999664E0,7.497262243E0
3.402162952E0,6.369999886E0,1.442399979E0,5.884399891E0,8.791107912E0
3.412089515E0,6.167299747E0,1.667299986E0,7.261099815E0,9.671558610E0
3.422016077E0,5.283199787E0,1.775499940E0,8.554999352E0,1.021041693E1
3.431942640E0,4.386899948E0,1.609200001E0,9.932700157E0,1.097692800E1
3.441867640E0,3.699999809E0,1.743099928E0,1.122109985E1,1.194326077E1
3.451794202E0,3.243099928E0,1.602999926E0,1.098250008E1,1.156298464E1
3.461720765E0,3.828299999E0,9.805999994E-1,1.098439980E1,1.167366678E1
3.471647327E0,3.994999886E0,9.835000038E-1,1.105219936E1,1.179315086E1
3.481573890E0,3.819799900E0,1.040099978E0,1.074599934E1,1.145203829E1
3.491500452E0,3.383800030E0,7.766000032E-1,9.928199768E0,1.051771652E1
3.501425452E0,2.455600023E0,4.537999928E-1,8.845699310E0,9.191425471E0
3.511352015E0,1.458199978E0,1.563999951E-1,7.650399685E0,7.789699832E0
3.521278577E0,8.191999793E-1,-1.316999942E-1,6.029099941E0,6.085924712E0
3.531205140E0,7.482999563E-1,-5.756999850E-1,4.483399868E0,4.581730860E0
3.541131702E0,7.857999802E-1,-7.685999870E-1,3.034799814E0,3.227729459E0
3.551058265E0,7.048999667E-1,-7.132999897E-1,1.728399992E0,1.998261087E0
3.560984827E0,6.936999559E-1,-8.345999718E-1,8.043999672E-1,1.350864926E0
3.570909827E0,1.176900029E0,-1.000000000E0,2.180000022E-2,1.544528704E0
3.580836390E0,1.905299902E0,-1.194899917E0,-4.513999820E-1,2.293842948E0
3.590762952E0,1.926999927E0,-1.105099916E0,-3.809999824E-1,2.253826863E0
3.600689515E0,1.733299971E0,-1.186200023E0,1.000999957E-1,2.102717121E0
3.610616077E0,1.194000006E0,-1.088500023E0,7.053999901E-1,1.762968366E0
3.620541077E0,7.870999575E-1,-1.188599944E0,8.818999529E-1,1.676318495E0
3.630467640E0,6.412999630E-1,-1.336599946E0,8.675000072E-1,1.717649941E0
3.640394202E0,5.764999986E-1,-1.366099954E0,7.329999804E-1,1.654046645E0
3.650320765E0,6.122999787E-1,-1.640799999E0,3.731999993E-1,1.790646291E0
3.660247327E0,7.832999825E-1,-1.942399979E0,-1.188999936E-1,2.097763988E0
3.670172327E0,3.287999928E-1,-2.006500006E0,-5.146999955E-1,2.097395479E0
3.680098890E0,-3.473999798E-1,-2.118599892E0,-1.245299935E0,2.481919454E0
3.690025452E0,-7.577999830E-1,-2.240299940E0,-2.390499830E0,3.362691493E0
3.699952015E0,-1.329699993E0,-2.175299883E0,-3.373899937E0,4.228857107E0
3.709878577E0,-1.936800003E0,-2.073400021E0,-4.898499966E0,5.660873061E0
3.719805140E0,-2.570199966E0,-2.149299860E0,-6.273499966E0,7.112117798E0
3.729731702E0,-3.218499899E0,-2.198899984E0,-7.281099796E0,8.258832665E0
3.739656702E0,-3.457999945E0,-2.233799934E0,-7.861299992E0,8.873988017E0
3.749584827E0,-3.259799957E0,-2.260200024E0,-8.237099648E0,9.142461950E0
3.759509827E0,-2.592399836E0,-2.281899929E0,-8.489999771E0,9.165571466E0
3.769436390E0,-1.934299946E0,-2.118200064E0,-8.587499619E0,9.053918350E0
3.779362952E0,-1.014199972E0,-2.039599895E0,-8.515299797E0,8.814697950E0
3.789289515E0,-2.295999974E-1,-2.008599997E0,-7.984499931E0,8.236469466E0
3.799216077E0,1.314999908E-1,-1.769199967E0,-6.989299774E0,7.210941139E0
3.809142640E0,-1.840000041E-2,-1.402599931E0,-5.926699638E0,6.090434609E0
3.819067640E0,-3.647999763E-1,-1.158999920E0,-4.923699856E0,5.071408099E0
3.828994202E0,-6.542999744E-1,-1.065999985E0,-4.158400059E0,4.342436582E0
3.838920765E0,-7.980999947E-1,-9.490999579E-1,-3.494099855E0,3.707625673E0
3.848847327E0,-4.784999788E-1,-8.337999582E-1,-3.018100023E0,3.167508856E0
3.858773890E0,-7.069999725E-2,-5.874999762E-1,-2.703899860E0,2.767892550E0
3.868698890E0,3.210999966E-1,-3.064999878E-1,-2.443899870E0,2.483886878E0
3.878625452E0,7.274999619E-1,-1.284999996E-1,-2.247699976E0,2.365993159E0
3.888553577E0,8.977999687E-1,-3.729999810E-2,-2.141999960E0,2.322843064E0
3.898478577E0,8.511999846E-1,-7.649999857E-2,-2.077100039E0,2.246049473E0
3.908405140E0,4.338999987E-1,-1.781999916E-1,-2.037899971E0,2.091186443E0
3.918331702E0,-3.222000003E-1,-2.870000005E-1,-2.007299900E0,2.053152388E0
3.928256702E0,-1.088199973E0,-2.752999961E-1,-2.016599894E0,2.307952426E0
3.938183265E0,-1.705099940E0,-1.840000004E-1,-1.998399973E0,2.633405449E0
3.948109827E0,-1.809399962E0,-1.670999974E-1,-1.868600011E0,2.606437537E0
3.958036390E0,-1.335199952E0,-3.066000044E-1,-1.681100011E0,2.168607784E0
3.967962952E0,-6.123999953E-1,-4.333999753E-1,-1.220999956E0,1.433077174E0
3.977889515E0,-1.939999871E-2,-5.501999855E-1,-6.236000061E-1,8.318493563E-1
3.987814515E0,5.174999833E-1,-7.199999690E-1,-8.529999852E-2,8.907762221E-1
3.997741077E0,8.072999716E-1,-6.822999716E-1,1.711999923E-1,1.070782860E0
4.007667640E0,9.756999612E-1,-5.723999739E-1,5.667999983E-1,1.265264550E0
4.017594202E0,1.324000001E0,-4.882999957E-1,1.041700006E0,1.754010202E0
4.027520765E0,1.677699924E0,-4.508999884E-1,1.528899908E0,2.314200242E0
4.037447327E0,1.963199973E0,-4.256999791E-1,2.233899832E0,3.004277461E0
4.047373890E0,1.920099974E0,-4.569999874E-1,2.921099901E0,3.525401754E0
4.057298890E0,1.884799957E0,-6.450999975E-1,3.365399837E0,3.910823564E0
4.067225452E0,1.394299984E0,-4.855999947E-1,3.099999905E0,3.433639353E0
4.077153577E0,1.548299909E0,-6.331999898E-1,3.486599922E0,3.867111823E0
4.087078577E0,1.602399945E0,-5.902999640E-1,3.657199860E0,4.036242119E0
4.097005140E0,1.031399965E0,-7.299999706E-3,3.680999994E0,3.822773880E0
4.106931702E0,8.414999843E-1,3.651999831E-1,3.547399998E0,3.664087880E0
4.116858265E0,9.918999672E-1,3.603000045E-1,3.158399820E0,3.330040700E0
4.126783265E0,1.396399975E0,5.399000049E-1,2.845099926E0,3.214967884E0
4.136709827E0,1.856099963E0,1.059700012E0,2.696599960E0,3.440889788E0
4.146667640E0,2.323799849E0,1.531700015E0,2.190500021E0,3.541813238E0
4.156562952E0,2.848299980E0,1.449299932E0,1.462599993E0,3.514609766E0
4.166489515E0,2.865000010E0,9.806999564E-1,7.084999681E-1,3.109979046E0
4.176416077E0,2.213199854E0,5.347999930E-1,1.490999907E-1,2.281774624E0
4.186341077E0,1.232399940E0,4.123999774E-1,1.683000028E-1,1.310422926E0
4.196267640E0,2.114999890E-1,4.189999998E-1,1.568999887E-1,4.948846852E-1
4.206194202E0,-2.735999823E-1,3.085999787E-1,-7.050000131E-2,4.184030919E-1
4.216120765E0,-2.090999931E-1,2.283999920E-1,-3.084000051E-1,4.370353837E-1
4.226047327E0,1.675999910E-1,4.213999808E-1,-5.845000148E-1,7.398026548E-1
4.235973890E0,5.758999586E-1,7.285000086E-1,-9.661999941E-1,1.340117701E0
4.245900452E0,1.063300014E0,1.023900032E0,-1.284099936E0,1.956499640E0
4.255825452E0,1.503099918E0,1.187299967E0,-1.193300009E0,2.256757738E0
4.265752015E0,1.836399913E0,1.009799957E0,-8.155999780E-1,2.248836125E0
4.275678577E0,1.836499929E0,6.937999725E-1,-2.863000035E-1,1.983950122E0
4.285605140E0,1.470299959E0,4.052999914E-1,4.050999880E-1,1.578022830E0
4.295531702E0,1.101599932E0,1.494999975E-1,1.025900006E0,1.512727167E0
4.305458265E0,5.989999771E-1,-1.109999940E-1,1.252900004E0,1.393154834E0
4.315384827E0,-2.989999950E-2,-5.209000111E-1,9.178999662E-1,1.055827249E0
4.325309827E0,-4.596999884E-1,-7.572000027E-1,6.588000059E-1,1.103944460E0
4.335236390E0,-8.567000031E-1,-7.103999853E-1,4.750999808E-1,1.210092156E0
4.345162952E0,-1.353199959E0,-7.208999991E-1,2.184999883E-1,1.548737932E0
4.355089515E0,-1.885899901E0,-9.402999878E-1,3.470000029E-1,2.135694619E0
4.365016077E0,-2.070499897E0,-1.011899948E0,5.837999582E-1,2.377337528E0
4.374942640E0,-2.054199934E0,-1.048399925E0,7.847999930E-1,2.436142607E0
4.384869202E0,-1.497200012E0,-9.341999888E-1,7.583000064E-1,1.920769740E0
4.394794202E0,-7.655999660E-1,-7.658999562E-1,5.461999774E-1,1.212881060E0
4.404720765E0,-1.869999915E-1,-7.039999962E-1,1.567000002E-1,7.450770977E-1
4.414647327E0,1.737999916E-1,-8.385999799E-1,-4.509999752E-1,9.679139120E-1
4.424573890E0,1.850999892E-1,-9.569999576E-1,-5.072000027E-1,1.098800604E0
4.434500452E0,-2.032999992E-1,-1.046399951E0,-8.220999837E-1,1.346154571E0
4.444427015E0,-3.489999771E-1,-1.394599915E0,-1.052999973E0,1.781998555E0
4.454353577E0,-9.912999868E-1,-1.800899982E0,-9.751999974E-1,2.275287113E0
4.464278577E0,-6.960999966E-1,-1.567399979E0,-1.014199972E0,1.992460660E0
4.474205140E0,-2.953000069E-1,-1.096099973E0,-1.061800003E0,1.554366910E0
4.484131702E0,-1.644999981E-1,-8.367999792E-1,-1.275699973E0,1.534504766E0
4.494058265E0,-6.099999882E-3,-6.657999754E-1,-1.258000016E0,1.423337928E0
4.503984827E0,1.656000018E-1,-3.599999845E-1,-6.367999911E-1,7.500250517E-1
4.513909827E0,2.868999839E-1,-1.914999932E-1,1.215000004E-1,3.657131365E-1
4.523837952E0,4.145999849E-1,-1.358999908E-1,9.237999916E-1,1.021649832E0
4.533762952E0,4.748999774E-1,-8.089999855E-2,1.387499928E0,1.468751460E0
4.543689515E0,4.122000039E-1,-1.201999933E-1,1.552199960E0,1.610491104E0
4.553616077E0,3.457999825E-1,-1.621000022E-1,1.621500015E0,1.665868043E0
4.563542640E0,3.282999992E-1,-2.998999953E-1,1.683200002E0,1.740943176E0
4.573469202E0,4.009999931E-1,-5.708999634E-1,1.794399977E0,1.925252981E0
4.583394202E0,6.493999958E-1,-8.111000061E-1,2.062199831E0,2.309171219E0
4.593320765E0,4.310999811E-1,-1.271899939E0,2.158400059E0,2.542099027E0
4.603247327E0,3.173999786E-1,-1.308899999E0,2.063099861E0,2.463806606E0
4.613173890E0,1.919000000E-1,-1.002099991E0,1.865499973E0,2.126292584E0
4.623100452E0,1.419000030E-1,-7.502999902E-1,1.749899983E0,1.909250020E0
4.633027015E0,1.498000026E-1,-4.856999815E-1,1.844099998E0,1.912864166E0
4.642953577E0,2.208999991E-1,-3.838999867E-1,2.176899910E0,2.221501570E0
4.652878577E0,2.733999789E-1,-3.559999764E-1,2.548199892E0,2.587432361E0
4.662805140E0,2.751999795E-1,-3.859999776E-1,2.685999870E0,2.727512844E0
4.672731702E0,2.709999979E-1,-5.067999959E-1,2.720599890E0,2.780638595E0
4.682658265E0,2.047999948E-1,-6.504999995E-1,2.604399920E0,2.692209544E0
4.692584827E0,1.843999922E-1,-8.259999752E-1,2.298799992E0,2.449645019E0
4.702511390E0,6.455999613E-1,-2.097999901E-1,4.000999928E-1,7.879691301E-1
4.712437952E0,7.874000072E-1,4.520999789E-1,-1.508799911E0,1.760928827E0
4.722364515E0,1.226599932E0,8.890999556E-1,-2.181699991E0,2.656098826E0
4.732289515E0,1.525200009E0,9.194999933E-1,-2.138999939E0,2.783349788E0
4.742216077E0,1.490299940E0,1.051999927E0,-1.969099998E0,2.684222897E0
4.752142640E0,1.319000006E0,1.081300020E0,-1.304600000E0,2.147312718E0
4.762069202E0,8.120999932E-1,1.070999980E0,-1.166599989E0,1.779747985E0
4.771995765E0,3.393999934E-1,9.919999838E-1,-1.142899990E0,1.550959932E0
4.781922327E0,-3.469999880E-2,8.700999618E-1,-1.150399923E0,1.442809072E0
4.791848890E0,-3.137999773E-1,7.274000049E-1,-1.074999928E0,1.335367380E0
4.801773890E0,-6.481999755E-1,4.463999867E-1,-8.776999712E-1,1.178894989E0
4.811700452E0,-8.855999708E-1,2.021999955E-1,-5.867999792E-1,1.081437174E0
4.821627015E0,-1.044099927E0,1.559999958E-2,-1.737999916E-1,1.058581341E0
4.831553577E0,-1.020499945E0,1.659999974E-2,2.119999938E-2,1.020855101E0
4.841480140E0,-8.495999575E-1,1.114000008E-1,-3.329999745E-2,8.575190597E-1
4.851405140E0,-7.408999801E-1,1.999999881E-1,4.086999893E-1,8.694644656E-1
4.861333265E0,-7.408999801E-1,2.336999923E-1,1.348299980E0,1.556104528E0
4.871258265E0,-8.155999780E-1,2.707999945E-1,2.296999931E0,2.452497634E0
4.881184827E0,-1.145900011E0,1.996999979E-1,3.058099985E0,3.271840834E0
4.891111390E0,-1.517899990E0,9.659999609E-2,3.452399969E0,3.772587638E0
4.901037952E0,-1.458400011E0,2.270999998E-1,3.542799950E0,3.837959938E0
4.910962952E0,-1.059700012E0,5.144000053E-1,3.660799980E0,3.845650527E0
4.920891077E0,-5.245999694E-1,7.520999908E-1,3.828299999E0,3.936589947E0
4.930816077E0,-3.185999990E-1,6.934999824E-1,4.103199959E0,4.173571383E0
4.940742640E0,-5.468999743E-1,4.845999777E-1,4.285699844E0,4.347546420E0
4.950669202E0,-8.346999884E-1,3.743999898E-1,4.558499813E0,4.649389204E0
4.960595765E0,-8.769999743E-1,2.415999919E-1,4.836299896E0,4.921107213E0
4.970522327E0,-8.793999553E-1,7.199999876E-3,4.997900009E0,5.074682317E0
4.980448890E0,-1.024399996E0,-2.184999883E-1,4.862299919E0,4.973841383E0
4.990373890E0,-1.041999936E0,-4.714999795E-1,4.290999889E0,4.440805799E0
5.000300452E0,-7.947999835E-1,-7.726999521E-1,3.335399866E0,3.514778015E0
5.010227015E0,-4.420999885E-1,-1.021299958E0,1.945099950E0,2.240964038E0
5.020153577E0,4.499999806E-3,-1.170799971E0,8.205999732E-1,1.429747228E0
5.030080140E0,3.572999835E-1,-1.411099911E0,-1.023999974E-1,1.459229932E0
5.040006702E0,5.706999898E-1,-1.971799970E0,-1.100000024E0,2.328882490E0
5.049931702E0,2.412999868E-1,-2.071799994E0,-1.741499901E0,2.717241764E0
5.059859827E0,-1.840000041E-2,-1.687899947E0,-1.501799941E0,2.259368906E0
5.069784827E0,-2.802999914E-1,-1.405699968E0,-1.070799947E0,1.789182219E0
5.079711390E0,-6.028999686E-1,-1.190599918E0,-8.277999759E-1,1.570436034E0
5.089637952E0,-6.595000029E-1,-1.087700009E0,-1.069800019E0,1.662078110E0
5.099564515E0,-1.859999895E-1,-1.098999977E0,-1.448400021E0,1.827637701E0
5.109491077E0,6.046999693E-1,-1.182999969E0,-1.964999914E0,2.371998238E0
5.119417640E0,6.870999932E-1,-1.612699986E0,-2.736099958E0,3.249484671E0
5.129342640E0,8.877999783E-1,-1.775200009E0,-3.699299812E0,4.198135655E0
5.139297327E0,8.297999501E-1,-1.764599919E0,-4.468499660E0,4.875435370E0
5.149195765E0,2.610999942E-1,-1.616499901E0,-5.275499821E0,5.523779820E0
5.159120765E0,-1.899999976E-1,-1.269299984E0,-5.763299942E0,5.904477002E0
5.169047327E0,-2.904999852E-1,-6.470999718E-1,-5.802899837E0,5.846090586E0
5.178973890E0,-5.002999902E-1,7.009999454E-2,-5.662899971E0,5.685389184E0
5.188900452E0,-8.593999743E-1,5.988000035E-1,-5.328599930E0,5.430571514E0
5.198827015E0,-1.524299979E0,7.809999585E-1,-5.056399822E0,5.338598180E0
5.208752015E0,-1.964199901E0,4.115999937E-1,-4.824699879E0,5.225440146E0
5.218680140E0,-2.013700008E0,-7.750000060E-2,-4.514800072E0,4.944129212E0
5.228606702E0,-9.377999902E-1,-7.959999889E-2,-3.975600004E0,4.085486553E0
5.238533265E0,7.292999625E-1,4.580000043E-2,-3.778999805E0,3.849001897E0
5.248459827E0,2.551699877E0,2.651000023E-1,-2.844199896E0,3.830264132E0
5.258384827E0,3.584699869E0,3.781999946E-1,-2.220399857E0,4.233589955E0
5.268311390E0,4.213999748E0,3.342999816E-1,-1.838999987E0,4.609931811E0
5.278237952E0,3.521099806E0,-3.885999918E-1,-1.337299943E0,3.786492431E0
5.288164515E0,2.628099918E0,-9.605000019E-1,-6.001999974E-1,2.861766844E0
5.298091077E0,2.182800055E0,-6.419999599E-1,6.940999627E-1,2.378771697E0
5.308017640E0,1.194999933E0,-3.502999842E-1,1.937699914E0,2.303348839E0
5.317942640E0,2.104000002E-1,-1.929000020E-1,2.687700033E0,2.702815206E0
5.327869202E0,-3.176999986E-1,-7.090000063E-2,3.259599924E0,3.275813146E0
5.337794202E0,-3.411999941E-1,-5.559999868E-2,3.747499943E0,3.763411301E0
5.347722327E0,-1.469999999E-1,-6.549999863E-2,3.843299866E0,3.846667793E0
5.357648890E0,-1.105999947E-1,-3.034999967E-1,3.584899902E0,3.599423831E0
5.367575452E0,4.769999906E-2,-6.879000068E-1,3.163100004E0,3.237388353E0
5.377502015E0,4.142999947E-1,-7.220000029E-1,3.002300024E0,3.115563179E0
5.387427015E0,6.916999817E-1,-7.640999556E-1,2.626299858E0,2.821302634E0
5.397353577E0,7.175999880E-1,-8.021999598E-1,1.974699974E0,2.248980770E0
5.407280140E0,6.087999940E-1,-7.032999992E-1,1.383999944E0,1.667550349E0
5.417205140E0,4.724999964E-1,-5.399999619E-1,1.063400030E0,1.282838973E0
5.427131702E0,2.479999959E-1,-4.495999813E-1,9.743999839E-1,1.101407949E0
5.437058265E0,4.485999942E-1,-8.427999616E-1,7.003999949E-1,1.184108898E0
5.446984827E0,4.319999740E-2,-6.891999841E-1,7.046999931E-1,9.866432679E-1
5.456911390E0,-2.008999884E-1,-5.439000130E-1,-3.669999912E-2,5.809775550E-1
5.466837952E0,-2.159999870E-2,-2.673999965E-1,-3.389999866E-1,4.323081182E-1
5.476762952E0,-4.800000042E-2,1.049999967E-1,-2.856000066E-1,3.080525330E-1
5.486689515E0,7.180000097E-2,3.592999876E-1,-1.152999997E-1,3.841169238E-1
5.496616077E0,8.799999952E-3,5.809000134E-1,2.150999904E-1,6.195080883E-1
5.506542640E0,-6.622999907E-1,5.989999771E-1,5.514000058E-1,1.049516182E0
5.516469202E0,-9.220999479E-1,6.152999997E-1,7.026999593E-1,1.312497481E0
5.526394202E0,-7.272999883E-1,3.326999843E-1,7.822999954E-1,1.118770680E0
5.536322327E0,-5.018000007E-1,1.155999973E-1,6.707999706E-1,8.456590333E-1
5.546247327E0,-3.366999924E-1,-1.996999979E-1,8.599999361E-3,3.915621714E-1
5.556173890E0,-2.563000023E-1,-1.627999991E-1,-2.294999957E-1,3.806097463E-1
5.566100452E0,-4.384000003E-1,5.199999735E-2,-3.312000036E-1,5.518985436E-1
5.576027015E0,-7.945999503E-1,3.401999772E-1,-5.406000018E-1,1.019496674E0
5.585953577E0,-1.110700011E0,5.123999715E-1,-7.833999991E-1,1.452557677E0
5.595880140E0,-1.314199924E0,6.784999967E-1,-8.973000050E-1,1.729922248E0
5.605805140E0,-1.208999991E0,7.511999607E-1,-7.559999824E-1,1.611681834E0
5.615731702E0,-8.125000000E-1,5.335000157E-1,-5.640000105E-1,1.123776903E0
5.625658265E0,-5.561999679E-1,3.795000017E-1,-2.789999917E-2,6.739117639E-1
5.635584827E0,-3.224999905E-1,9.769999981E-2,5.568999648E-1,6.509140532E-1
5.645511390E0,-1.026000008E-1,-9.489999712E-2,5.299000144E-1,5.480207979E-1
5.655437952E0,1.635999978E-1,-1.612999886E-1,6.514999866E-1,6.908218860E-1
5.665364515E0,2.942999899E-1,-1.703999937E-1,7.070999742E-1,7.846266726E-1
5.675289515E0,3.720999956E-1,-2.330999970E-1,7.917000055E-1,9.053081874E-1
5.685216077E0,3.353999853E-1,-2.392999977E-1,1.017300010E0,1.097568653E0
5.695142640E0,4.344999790E-1,-2.998999953E-1,7.215999961E-1,8.941122935E-1
5.705069202E0,4.434999824E-1,-3.847999871E-1,5.314999819E-1,7.919946308E-1
5.714995765E0,4.526999891E-1,-3.741999865E-1,3.170000017E-1,6.674218389E-1
5.724922327E0,3.935000002E-1,-3.278000057E-1,8.919999748E-2,5.198574165E-1
5.734848890E0,1.557999998E-1,-2.430999875E-1,-5.719999969E-2,2.943519727E-1
5.744773890E0,5.739999935E-2,-1.388999969E-1,-2.423999906E-1,2.852117187E-1
5.754700452E0,6.480000168E-2,-4.999999888E-3,-3.985999823E-1,4.038638212E-1
5.764627015E0,-2.302999943E-1,1.245999932E-1,-3.382000029E-1,4.277177664E-1
5.774553577E0,-3.161999881E-1,1.502999961E-1,-1.858000010E-1,3.963510587E-1
5.784480140E0,-4.999999702E-2,3.399999812E-3,-3.349999785E-1,3.387278337E-1
5.794406702E0,1.990000010E-1,-1.198999956E-1,-2.942999899E-1,3.749526549E-1
5.804331702E0,2.996000051E-1,-1.317999959E-1,-2.291999906E-1,3.995798265E-1
5.814258265E0,2.639999986E-2,-1.604999900E-1,-3.048000038E-1,3.454855266E-1
5.824184827E0,-2.549999952E-2,-3.900000080E-2,-1.695999950E-1,1.758846450E-1
5.834111390E0,1.595000029E-1,9.119999409E-2,2.617999911E-1,3.198389051E-1
5.844037952E0,1.844999939E-1,2.659999952E-2,9.167000055E-1,9.354606929E-1
5.853964515E0,2.181999981E-1,-2.354999930E-1,1.387099981E0,1.423768887E0
5.863891077E0,2.985000014E-1,-3.971000016E-1,1.456099987E0,1.538511565E0
5.873817640E0,3.966999948E-1,-4.275999963E-1,1.357699990E0,1.477688027E0
5.883742640E0,3.913999796E-1,-4.062999785E-1,1.162599921E0,1.292250824E0
5.893669202E0,3.032000065E-1,-3.739999831E-1,7.651999593E-1,9.040670379E-1
5.903595765E0,4.073999822E-1,-3.632999957E-1,4.695999920E-1,7.200595704E-1
5.913522327E0,4.636999965E-1,-4.567999840E-1,3.606999815E-1,7.441695967E-1
5.923448890E0,1.161000013E0,-4.642999768E-1,5.501999855E-1,1.366094991E0
5.933375452E0,1.389199972E0,-5.313000083E-1,3.589999974E-1,1.530044855E0
5.943302015E0,9.645999670E-1,-6.060000062E-1,9.999999776E-3,1.139205470E0
5.953227015E0,5.133000016E-1,-3.524999917E-1,-1.083999947E-1,6.320472250E-1
5.963153577E0,-1.509999949E-2,-4.580000043E-2,-1.428999901E-1,1.508179604E-1
5.973080140E0,-3.316999972E-1,1.002999991E-1,-3.258000016E-1,4.756370665E-1
5.983006702E0,-4.318999946E-1,1.620000005E-1,-3.980000019E-1,6.092500365E-1
5.992933265E0,-6.262999773E-1,2.563999891E-1,-3.191999793E-1,7.482521251E-1
6.002859827E0,-8.291999698E-1,4.096999764E-1,-2.495999932E-1,9.579805933E-1
6.012784827E0,-7.651999593E-1,4.632000029E-1,-4.222999811E-1,9.891524121E-1
6.022711390E0,-6.455000043E-1,3.698000014E-1,-4.977999926E-1,8.951129142E-1
6.032637952E0,-4.984999895E-1,2.759000063E-1,-2.175000012E-1,6.098600688E-1
6.042564515E0,-2.110999972E-1,5.659999698E-2,1.269000024E-1,2.527258971E-1
6.052491077E0,6.529999524E-2,-2.510000020E-2,7.062000036E-1,7.096566385E-1
6.062417640E0,2.778999805E-1,-1.957999915E-1,3.829999864E-1,5.121084118E-1
6.072342640E0,1.691000015E-1,-1.308999956E-1,-7.243999839E-1,7.553045452E-1
6.082269202E0,-5.113999844E-1,2.405999899E-1,-1.068499923E0,1.208763990E0
6.092195765E0,-8.262999654E-1,3.568999767E-1,4.186999798E-1,9.927028252E-1
6.102122327E0,-7.243999839E-1,8.349999785E-2,8.264999986E-1,1.102193193E0
6.112048890E0,-5.038999915E-1,-3.579999879E-2,1.222800016E0,1.323040710E0
6.121975452E0,-3.493999839E-1,1.879999973E-2,1.375399947E0,1.419210627E0
6.131930140E0,-3.389999866E-1,3.830000013E-2,1.232800007E0,1.279133980E0
6.141828577E0,-2.270999998E-1,-8.700000122E-3,8.958999515E-1,9.242763780E-1
6.151753577E0,-5.159999803E-2,-7.090000063E-2,4.301999807E-1,4.390460036E-1
6.161680140E0,-1.099999994E-3,-1.437000036E-1,9.399999678E-2,1.717175018E-1
6.171606702E0,2.402999997E-1,-2.188999951E-1,-2.009999901E-1,3.821809699E-1
